order_id,product_id,quantity,unit_price,line_total
1383455,6,5,2.73,13.65
1383455,7,2,7.30,14.60
1383455,11,2,2.16,4.32
1383455,15,1,2.30,2.30
1394314,1,2,1.64,3.28
1394314,5,1,4.66,4.66
1394314,9,4,4.26,17.04
1394314,25,2,1.31,2.62
1396932,8,2,0.68,1.36
1396932,17,5,5.35,26.75
1396932,19,2,1.36,2.72
1396932,23,1,6.41,6.41
1396932,30,4,2.91,11.64
1410098,4,1,5.39,5.39
1410098,28,3,6.70,20.10
1425600,13,3,2.27,6.81
1425600,15,5,2.30,11.50
1425600,17,4,5.35,21.40
1425600,18,2,4.06,8.12
1427295,3,1,3.15,3.15
1427295,5,2,4.66,9.32
1427295,14,4,8.46,33.84
1427295,15,0,2.30,0.00
1427295,30,3,2.91,8.73
1442165,4,3,5.39,16.17
1442165,6,2,2.73,5.46
1442165,19,3,1.36,4.08
1444341,11,5,2.16,10.80
1444341,12,1,4.90,4.90
1444341,14,4,8.46,33.84
1444341,23,4,6.41,25.64
1479065,7,0,7.30,0.00
1479065,25,2,1.31,2.62
1484712,18,1,4.06,4.06
1509661,3,4,3.15,12.60
1509661,21,5,8.46,42.30
1509661,25,1,1.31,1.31
1510021,12,5,4.90,24.50
1510021,15,3,2.30,6.90
1510021,22,3,1.03,3.09
1510021,28,3,6.70,20.10
1567907,13,1,2.27,2.27
1573221,22,1,1.03,1.03
1573221,25,2,1.31,2.62
1573221,26,3,0.87,2.61
1573221,27,3,2.22,6.66
1580506,5,1,4.66,4.66
1580506,11,4,2.16,8.64
1580506,20,3,6.14,18.42
1580506,26,4,0.87,3.48
1580506,29,3,1.88,5.64
1587069,13,2,2.27,4.54
1587069,18,3,4.06,12.18
1587069,22,2,1.03,2.06
1608281,5,5,4.66,23.30
1608281,9,2,4.26,8.52
1608281,17,3,5.35,16.05
1608281,20,3,6.14,18.42
1608281,23,1,6.41,6.41
1608889,2,1,9.28,9.28
1608889,8,1,0.68,0.68
1608889,13,3,2.27,6.81
1608889,22,1,1.03,1.03
1640877,16,4,3.24,12.96
1661096,28,2,6.70,13.40
1663706,3,1,3.15,3.15
1663706,4,1,5.39,5.39
1663706,5,2,4.66,9.32
1663706,26,3,0.87,2.61
1663706,29,3,1.88,5.64
1669098,1,2,1.64,3.28
1674637,10,4,4.26,17.04
1674637,15,2,2.30,4.60
1674637,17,1,5.35,5.35
1675533,15,2,2.30,4.60
1675533,18,4,4.06,16.24
1675533,25,3,1.31,3.93
1675533,26,3,0.87,2.61
1703230,14,1,8.46,8.46
1703230,18,2,4.06,8.12
1703230,22,1,1.03,1.03
1703230,25,2,1.31,2.62
1703230,27,5,2.22,11.10
1704837,2,2,9.28,18.56
1704837,4,3,5.39,16.17
1704837,5,3,4.66,13.98
1704837,28,3,6.70,20.10
1747311,9,1,4.26,4.26
1747311,11,4,2.16,8.64
1750031,10,4,4.26,17.04
1750031,14,0,8.46,0.00
1750031,19,0,1.36,0.00
1750031,25,5,1.31,6.55
1750067,4,3,5.39,16.17
1750067,6,1,2.73,2.73
1759107,5,4,4.66,18.64
1759107,11,1,2.16,2.16
1759107,16,1,3.24,3.24
1759107,19,0,1.36,0.00
1790573,21,4,8.46,33.84
1814526,24,1,1.32,1.32
1814526,28,4,6.70,26.80
1823795,1,2,1.64,3.28
1824587,5,5,4.66,23.30
1824587,8,4,0.68,2.72
1824587,9,2,4.26,8.52
1824587,23,2,6.41,12.82
1824587,25,5,1.31,6.55
1830949,1,2,1.64,3.28
1830949,15,5,2.30,11.50
1830949,17,3,5.35,16.05
1830949,18,4,4.06,16.24
1846799,8,2,0.68,1.36
1851881,4,2,5.39,10.78
1851881,7,4,7.30,29.20
1851881,11,2,2.16,4.32
1851881,14,4,8.46,33.84
1851881,27,5,2.22,11.10
1873094,16,4,3.24,12.96
1887293,23,5,6.41,32.05
1896508,5,4,4.66,18.64
1896508,7,4,7.30,29.20
1896508,12,5,4.90,24.50
1896508,15,3,2.30,6.90
1896508,18,4,4.06,16.24
1909241,3,3,3.15,9.45
1909241,5,3,4.66,13.98
1909241,11,3,2.16,6.48
1909241,17,5,5.35,26.75
1912581,23,4,6.41,25.64
1936251,14,1,8.46,8.46
1936251,24,3,1.32,3.96
1936251,25,4,1.31,5.24
1936251,27,5,2.22,11.10
1955063,25,2,1.31,2.62
1963199,2,2,9.28,18.56
1963199,14,2,8.46,16.92
1963199,17,5,5.35,26.75
1963199,27,4,2.22,8.88
1970383,13,1,2.27,2.27
1992721,2,1,9.28,9.28
1992721,6,2,2.73,5.46
1992721,8,2,0.68,1.36
1992721,11,1,2.16,2.16
1992721,14,3,8.46,25.38
2003503,7,4,7.30,29.20
2003503,24,1,1.32,1.32
2003503,26,5,0.87,4.35
2003503,27,4,2.22,8.88
2008471,4,3,5.39,16.17
2008471,10,1,4.26,4.26
2008471,22,3,1.03,3.09
2008519,5,3,4.66,13.98
2008519,20,4,6.14,24.56
2008519,25,5,1.31,6.55
2008519,30,3,2.91,8.73
2029198,30,2,2.91,5.82
2044652,14,5,8.46,42.30
2044652,17,5,5.35,26.75
2044652,19,1,1.36,1.36
2044652,27,4,2.22,8.88
2044652,29,1,1.88,1.88
2048152,1,2,1.64,3.28
2048152,6,2,2.73,5.46
2048152,11,5,2.16,10.80
2048152,13,2,2.27,4.54
2048152,18,5,4.06,20.30
2055203,28,3,6.70,20.10
2060153,5,5,4.66,23.30
2060153,7,1,7.30,7.30
2060153,19,4,1.36,5.44
2067876,3,2,3.15,6.30
2067876,22,2,1.03,2.06
2077446,9,1,4.26,4.26
2077446,12,5,4.90,24.50
2077446,26,4,0.87,3.48
2077446,27,5,2.22,11.10
2089818,4,1,5.39,5.39
2089818,6,2,2.73,5.46
2089818,16,3,3.24,9.72
2089818,30,3,2.91,8.73
2089966,11,3,2.16,6.48
2089966,13,5,2.27,11.35
2089966,15,4,2.30,9.20
2089966,23,2,6.41,12.82
2089966,26,1,0.87,0.87
2100118,22,3,1.03,3.09
2100118,24,1,1.32,1.32
2135249,30,1,2.91,2.91
2145059,6,1,2.73,2.73
2145059,10,4,4.26,17.04
2145059,26,1,0.87,0.87
2155092,1,5,1.64,8.20
2155092,9,4,4.26,17.04
2155092,26,4,0.87,3.48
2155092,28,3,6.70,20.10
2155092,30,3,2.91,8.73
2157366,4,5,5.39,26.95
2157366,11,1,2.16,2.16
2157366,19,2,1.36,2.72
2157366,30,4,2.91,11.64
2158071,3,4,3.15,12.60
2158071,14,2,8.46,16.92
2158071,17,5,5.35,26.75
2158071,22,2,1.03,2.06
2162069,22,3,1.03,3.09
2165601,14,2,8.46,16.92
2165601,16,4,3.24,12.96
2165601,19,3,1.36,4.08
2180996,1,1,1.64,1.64
2180996,3,1,3.15,3.15
2180996,26,5,0.87,4.35
2180996,29,5,1.88,9.40
2181671,11,2,2.16,4.32
2181671,15,1,2.30,2.30
2181671,16,5,3.24,16.20
2181671,21,2,8.46,16.92
2181671,24,1,1.32,1.32
2182536,14,4,8.46,33.84
2182536,24,2,1.32,2.64
2194726,2,5,9.28,46.40
2194726,12,2,4.90,9.80
2202033,4,2,5.39,10.78
2207015,13,2,2.27,4.54
2211876,20,5,6.14,30.70
2211876,29,4,1.88,7.52
2214577,12,1,4.90,4.90
2214577,18,5,4.06,20.30
2214577,27,2,2.22,4.44
2235639,5,2,4.66,9.32
2235639,9,1,4.26,4.26
2235639,16,5,3.24,16.20
2235639,23,1,6.41,6.41
2235639,26,5,0.87,4.35
2240634,3,1,3.15,3.15
2240634,23,1,6.41,6.41
2249168,21,3,8.46,25.38
2258624,15,3,2.30,6.90
2258624,25,3,1.31,3.93
2265929,7,0,7.30,0.00
2268927,5,4,4.66,18.64
2268927,6,4,2.73,10.92
2268927,7,0,7.30,0.00
2270110,27,2,2.22,4.44
2270520,7,0,7.30,0.00
2270520,10,1,4.26,4.26
2270520,22,1,1.03,1.03
2270520,28,3,6.70,20.10
2280555,1,3,1.64,4.92
2289670,13,4,2.27,9.08
2289670,17,2,5.35,10.70
2289670,20,3,6.14,18.42
2289670,23,2,6.41,12.82
2306722,9,2,4.26,8.52
2314441,8,5,0.68,3.40
2314441,11,2,2.16,4.32
2314441,22,4,1.03,4.12
2314441,23,3,6.41,19.23
2314441,29,4,1.88,7.52
2324684,6,2,2.73,5.46
2324684,11,2,2.16,4.32
2324684,16,2,3.24,6.48
2324684,26,1,0.87,0.87
2324684,28,3,6.70,20.10
2329744,4,5,5.39,26.95
2331524,9,4,4.26,17.04
2331524,18,1,4.06,4.06
2331524,24,4,1.32,5.28
2338483,4,5,5.39,26.95
2338483,22,4,1.03,4.12
2338483,24,1,1.32,1.32
2338483,25,1,1.31,1.31
2338953,8,2,0.68,1.36
2338953,13,1,2.27,2.27
2341091,23,3,6.41,19.23
2341091,24,3,1.32,3.96
2341091,26,4,0.87,3.48
2344884,4,1,5.39,5.39
2344884,8,5,0.68,3.40
2344884,26,1,0.87,0.87
2344884,28,1,6.70,6.70
2357273,13,2,2.27,4.54
2357273,14,3,8.46,25.38
2357273,26,1,0.87,0.87
2357273,27,2,2.22,4.44
2370525,2,5,9.28,46.40
2370525,17,4,5.35,21.40
2370525,19,5,1.36,6.80
2370545,1,4,1.64,6.56
2370545,3,3,3.15,9.45
2370545,14,2,8.46,16.92
2370545,21,1,8.46,8.46
2377478,30,3,2.91,8.73
2380888,1,5,1.64,8.20
2419796,10,3,4.26,12.78
2419796,30,5,2.91,14.55
2432038,30,5,2.91,14.55
2453757,7,3,7.30,21.90
2453757,19,3,1.36,4.08
2453757,20,1,6.14,6.14
2453757,30,4,2.91,11.64
2454463,1,3,1.64,4.92
2454463,9,1,4.26,4.26
2454463,19,0,1.36,0.00
2454463,24,2,1.32,2.64
2454463,27,5,2.22,11.10
2473597,2,3,9.28,27.84
2473597,5,3,4.66,13.98
2473597,17,4,5.35,21.40
2473597,24,5,1.32,6.60
2473997,1,1,1.64,1.64
2473997,20,2,6.14,12.28
2473997,26,3,0.87,2.61
2482479,5,2,4.66,9.32
2482479,10,1,4.26,4.26
2482479,19,2,1.36,2.72
2482479,25,5,1.31,6.55
2482479,28,5,6.70,33.50
2488213,10,3,4.26,12.78
2488213,17,4,5.35,21.40
2488213,27,4,2.22,8.88
2488213,29,5,1.88,9.40
2502432,5,3,4.66,13.98
2502432,15,0,2.30,0.00
2502432,19,0,1.36,0.00
2502432,24,1,1.32,1.32
2533153,9,3,4.26,12.78
2533153,18,3,4.06,12.18
2533153,23,2,6.41,12.82
2533153,24,2,1.32,2.64
2560880,3,4,3.15,12.60
2560880,6,2,2.73,5.46
2560880,17,1,5.35,5.35
2560880,23,5,6.41,32.05
2560880,27,1,2.22,2.22
2579911,25,2,1.31,2.62
2590071,5,3,4.66,13.98
2590071,7,5,7.30,36.50
2590071,12,3,4.90,14.70
2590071,27,1,2.22,2.22
2597312,27,1,2.22,2.22
2608241,3,5,3.15,15.75
2608241,7,4,7.30,29.20
2608241,13,1,2.27,2.27
2608241,14,5,8.46,42.30
2608241,16,5,3.24,16.20
2612778,8,1,0.68,0.68
2648615,12,4,4.90,19.60
2650725,7,0,7.30,0.00
2650725,18,4,4.06,16.24
2650725,19,5,1.36,6.80
2650725,22,5,1.03,5.15
2650725,29,1,1.88,1.88
2657636,19,2,1.36,2.72
2664396,21,4,8.46,33.84
2681272,14,2,8.46,16.92
2681272,23,5,6.41,32.05
2696170,4,5,5.39,26.95
2696170,13,5,2.27,11.35
2696170,17,5,5.35,26.75
2698066,23,5,6.41,32.05
2703882,1,4,1.64,6.56
2703882,2,2,9.28,18.56
2703882,4,5,5.39,26.95
2703882,8,3,0.68,2.04
2703882,9,4,4.26,17.04
2706149,3,2,3.15,6.30
2706149,25,2,1.31,2.62
2706149,26,2,0.87,1.74
2722503,6,3,2.73,8.19
2722503,29,4,1.88,7.52
2723636,11,5,2.16,10.80
2750040,9,5,4.26,21.30
2750040,15,0,2.30,0.00
2750040,29,5,1.88,9.40
2757359,26,4,0.87,3.48
2771818,2,2,9.28,18.56
2771818,13,3,2.27,6.81
2786128,11,1,2.16,2.16
2787487,1,3,1.64,4.92
2787487,7,3,7.30,21.90
2787487,28,3,6.70,20.10
2791431,5,1,4.66,4.66
2791431,7,0,7.30,0.00
2791431,22,1,1.03,1.03
2804758,8,2,0.68,1.36
2804758,15,2,2.30,4.60
2820686,22,1,1.03,1.03
2834668,1,4,1.64,6.56
2834668,29,5,1.88,9.40
2842538,20,2,6.14,12.28
2842538,30,2,2.91,5.82
2880145,1,1,1.64,1.64
2880145,2,2,9.28,18.56
2880145,20,4,6.14,24.56
2880145,25,2,1.31,2.62
2880145,28,3,6.70,20.10
2881623,22,3,1.03,3.09
2888190,1,1,1.64,1.64
2888190,30,1,2.91,2.91
2891944,4,1,5.39,5.39
2891944,11,4,2.16,8.64
2891944,25,5,1.31,6.55
2916402,15,5,2.30,11.50
2916559,10,1,4.26,4.26
2916559,15,4,2.30,9.20
2916559,22,4,1.03,4.12
2941487,25,2,1.31,2.62
2942690,13,3,2.27,6.81
2942690,17,3,5.35,16.05
2952347,14,5,8.46,42.30
2960839,1,1,1.64,1.64
2960839,2,3,9.28,27.84
2960839,17,2,5.35,10.70
2960839,21,2,8.46,16.92
2960839,27,4,2.22,8.88
2971110,8,0,0.68,0.00
2981854,5,4,4.66,18.64
3026546,7,4,7.30,29.20
3026546,23,3,6.41,19.23
3042409,26,2,0.87,1.74
3067491,20,2,6.14,12.28
3069561,8,4,0.68,2.72
3069561,19,4,1.36,5.44
3069561,21,1,8.46,8.46
3069561,25,5,1.31,6.55
3077986,3,2,3.15,6.30
3077986,6,2,2.73,5.46
3077986,17,2,5.35,10.70
3081842,1,2,1.64,3.28
3104643,20,5,6.14,30.70
3117766,14,4,8.46,33.84
3117766,20,3,6.14,18.42
3122143,2,4,9.28,37.12
3122143,4,3,5.39,16.17
3122143,15,5,2.30,11.50
3122143,17,5,5.35,26.75
3135257,20,5,6.14,30.70
3135257,29,2,1.88,3.76
3135257,30,1,2.91,2.91
3146661,15,0,2.30,0.00
3146661,23,3,6.41,19.23
3154259,20,3,6.14,18.42
3170466,5,1,4.66,4.66
3170466,14,2,8.46,16.92
3170958,4,4,5.39,21.56
3170958,11,5,2.16,10.80
3170958,18,4,4.06,16.24
3170958,19,1,1.36,1.36
3173520,3,5,3.15,15.75
3173520,13,1,2.27,2.27
3173520,16,5,3.24,16.20
3173520,18,1,4.06,4.06
3173520,22,2,1.03,2.06
3194294,12,1,4.90,4.90
3227359,22,2,1.03,2.06
3227633,11,3,2.16,6.48
3227633,26,2,0.87,1.74
3238376,1,3,1.64,4.92
3238376,3,3,3.15,9.45
3238376,9,1,4.26,4.26
3238376,18,3,4.06,12.18
3238376,30,2,2.91,5.82
3267440,4,3,5.39,16.17
3267440,14,1,8.46,8.46
3267440,23,1,6.41,6.41
3267440,27,3,2.22,6.66
3291544,11,4,2.16,8.64
3291544,19,5,1.36,6.80
3291544,22,2,1.03,2.06
3291544,30,2,2.91,5.82
3295426,4,5,5.39,26.95
3295426,14,2,8.46,16.92
3306255,22,1,1.03,1.03
3311690,1,4,1.64,6.56
3311690,3,3,3.15,9.45
3311690,24,1,1.32,1.32
3311690,25,1,1.31,1.31
3326582,7,0,7.30,0.00
3326582,19,5,1.36,6.80
3326582,26,3,0.87,2.61
3326582,29,5,1.88,9.40
3342309,15,3,2.30,6.90
3342309,16,5,3.24,16.20
3353825,15,1,2.30,2.30
3353825,18,3,4.06,12.18
3353825,20,5,6.14,30.70
3353825,24,1,1.32,1.32
3353825,27,3,2.22,6.66
3354606,19,2,1.36,2.72
3383994,20,4,6.14,24.56
3383994,22,1,1.03,1.03
3383994,23,3,6.41,19.23
3405422,5,1,4.66,4.66
3406527,17,2,5.35,10.70
3406527,24,3,1.32,3.96
3407499,1,5,1.64,8.20
3407499,2,3,9.28,27.84
3407499,17,2,5.35,10.70
3407499,23,5,6.41,32.05
3407499,29,2,1.88,3.76
3419033,11,5,2.16,10.80
3419033,23,5,6.41,32.05
3441716,13,1,2.27,2.27
3441716,15,0,2.30,0.00
3441716,20,4,6.14,24.56
3441716,26,1,0.87,0.87
3448334,3,5,3.15,15.75
3448334,8,4,0.68,2.72
3448334,18,3,4.06,12.18
3448334,23,2,6.41,12.82
3448334,30,3,2.91,8.73
3467665,11,4,2.16,8.64
3467665,14,2,8.46,16.92
3467665,29,1,1.88,1.88
3473942,8,2,0.68,1.36
3473942,16,4,3.24,12.96
3473942,18,1,4.06,4.06
3473942,21,5,8.46,42.30
3473942,29,5,1.88,9.40
3480249,4,2,5.39,10.78
3480249,7,1,7.30,7.30
3480249,14,1,8.46,8.46
3480249,26,1,0.87,0.87
3480249,29,3,1.88,5.64
3485028,13,2,2.27,4.54
3487274,7,0,7.30,0.00
3487274,15,0,2.30,0.00
3487274,16,5,3.24,16.20
3507945,11,2,2.16,4.32
3507945,12,3,4.90,14.70
3507945,25,5,1.31,6.55
3520084,20,1,6.14,6.14
3544993,6,3,2.73,8.19
3544993,13,3,2.27,6.81
3566255,2,2,9.28,18.56
3566255,28,5,6.70,33.50
3566671,10,2,4.26,8.52
3566671,16,3,3.24,9.72
3566671,21,3,8.46,25.38
3566671,28,5,6.70,33.50
3570208,1,2,1.64,3.28
3570208,10,5,4.26,21.30
3570208,23,4,6.41,25.64
3570208,28,3,6.70,20.10
3570208,30,3,2.91,8.73
3577457,9,2,4.26,8.52
3577457,21,3,8.46,25.38
3577457,28,1,6.70,6.70
3596910,22,2,1.03,2.06
3606555,21,5,8.46,42.30
3606730,10,4,4.26,17.04
3606730,12,1,4.90,4.90
3606730,25,1,1.31,1.31
3616476,4,2,5.39,10.78
3622454,1,3,1.64,4.92
3622454,7,2,7.30,14.60
3622454,13,3,2.27,6.81
3622912,2,1,9.28,9.28
3632135,3,2,3.15,6.30
3632135,19,2,1.36,2.72
3639863,4,4,5.39,21.56
3639863,12,1,4.90,4.90
3639863,16,2,3.24,6.48
3639863,27,2,2.22,4.44
3675421,26,3,0.87,2.61
3681196,24,4,1.32,5.28
3682835,2,2,9.28,18.56
3682835,11,5,2.16,10.80
3682835,14,3,8.46,25.38
3682835,24,1,1.32,1.32
3682835,28,3,6.70,20.10
3686748,6,1,2.73,2.73
3686748,24,4,1.32,5.28
3689433,2,4,9.28,37.12
3689433,5,3,4.66,13.98
3705958,2,4,9.28,37.12
3705958,6,5,2.73,13.65
