order_id,order_datetime,customer_id,total_amount,num_items
498046,2024-02-09T12:55:17.419816,28,19.23,1
503256,2024-02-08T22:02:56.791141,13,75.26,3
525937,2024-02-03T21:46:33.010213,5,8.43,4
532059,2024-02-01T19:03:11.444408,6,7.26,2
540913,2024-02-07T09:27:57.048224,20,57.80,5
546378,2024-02-09T07:52:00.003349,25,1.88,1
558144,2024-02-06T13:07:53.676028,18,43.98,3
563203,2024-02-06T14:52:19.603734,17,34.87,4
564596,2024-02-03T23:52:43.535719,9,49.80,2
608674,2024-02-09T19:26:10.740367,19,29.55,5
612799,2024-02-09T07:07:03.777155,4,7.96,2
612892,2024-02-09T06:08:16.608278,25,27.04,2
614403,2024-02-09T10:09:17.650886,20,47.82,4
626793,2024-02-08T03:34:58.127479,16,64.36,4
627381,2024-02-04T20:27:02.543485,28,9.34,2
649883,2024-02-09T05:43:05.819546,10,39.92,4
661300,2024-02-01T20:09:20.582653,23,52.18,2
662544,2024-02-08T21:57:48.253956,2,18.35,3
666194,2024-02-08T16:37:57.010380,16,6.30,1
679666,2024-02-08T13:19:01.084285,14,39.09,3
691652,2024-02-02T22:34:37.325647,15,10.70,1
698401,2024-02-10T08:41:01.959291,9,25.81,4
710114,2024-02-08T12:37:07.078847,11,5.39,1
712978,2024-02-02T03:50:19.782368,18,10.78,1
721532,2024-02-10T21:25:07.065825,23,2.62,1
731104,2024-02-08T18:18:34.678747,26,30.64,3
739575,2024-02-05T06:57:45.062301,3,23.64,2
742831,2024-02-02T04:13:37.949938,20,52.10,2
748715,2024-02-02T01:25:57.863081,17,73.37,5
752379,2024-02-09T21:15:40.423770,16,62.64,5
769200,2024-02-10T18:01:17.773812,30,22.48,2
808869,2024-02-06T01:41:07.881261,2,33.84,1
815689,2024-02-09T09:53:08.162291,23,33.36,3
818479,2024-02-04T09:01:58.879475,12,45.73,5
820029,2024-02-09T12:54:36.514396,16,59.79,4
830086,2024-02-08T05:40:18.894339,4,17.95,2
845348,2024-02-08T15:42:59.720916,12,20.41,5
852284,2024-02-04T07:28:33.627829,8,11.26,2
865148,2024-02-09T09:02:53.741434,2,4.90,1
888127,2024-02-03T04:53:49.791336,6,42.30,1
906569,2024-02-02T17:24:14.400118,11,6.90,2
962832,2024-02-09T07:13:22.609929,28,22.10,2
977335,2024-02-08T11:32:47.707960,26,60.57,3
994703,2024-02-09T04:23:23.650817,7,33.43,4
1019536,2024-02-06T17:05:12.031378,4,26.12,2
1022082,2024-02-08T20:22:37.413501,5,53.91,4
1024665,2024-02-10T18:00:06.821517,15,19.23,2
1028988,2024-02-07T10:30:39.979598,20,71.57,5
1036324,2024-02-09T07:53:22.105975,11,18.64,1
1058069,2024-02-03T13:10:55.008729,14,55.26,2
1064684,2024-02-04T01:11:59.620264,16,75.38,4
1077735,2024-02-09T17:17:57.465229,9,50.46,2
1079386,2024-02-02T20:13:45.318731,18,21.30,1
1083365,2024-02-08T08:14:12.554314,28,20.10,1
1098272,2024-02-09T16:54:13.397812,3,57.13,4
1099051,2024-02-09T15:16:35.647957,22,3.15,1
1099111,2024-02-02T08:42:35.675054,15,1.32,1
1117315,2024-02-09T16:19:07.071348,2,72.08,3
1119043,2024-02-02T08:54:28.475529,3,16.18,2
1125506,2024-02-02T23:45:27.885019,22,29.70,3
1156478,2024-02-08T10:12:45.077131,17,72.50,3
1168609,2024-02-06T22:43:06.685725,27,23.47,2
1205690,2024-02-01T06:37:06.005881,26,32.39,2
1211270,2024-02-08T22:03:29.096187,16,2.62,1
1247944,2024-02-09T23:23:51.360362,11,41.60,4
1247958,2024-02-08T13:22:26.572011,8,30.70,1
1251395,2024-02-09T11:50:38.279547,30,10.32,2
1262926,2024-02-02T03:24:17.280862,10,66.23,4
1273614,2024-02-09T02:02:26.788242,25,3.93,1
1281713,2024-02-01T03:15:35.223080,13,11.01,2
1297753,2024-02-04T04:02:02.574448,5,3.09,1
1305643,2024-02-08T03:21:06.163678,3,8.64,1
1314816,2024-02-09T03:27:49.279870,1,49.50,4
1317680,2024-02-08T16:33:02.420362,18,14.34,2
1319425,2024-02-09T13:20:37.356543,16,34.96,4
1338516,2024-02-08T20:27:32.191172,18,46.40,1
1342504,2024-02-09T00:09:59.843993,13,29.86,3
1361689,2024-02-09T09:54:07.118316,6,72.58,4
1369681,2024-02-08T17:47:28.483897,18,24.54,2
1383455,2024-02-08T15:03:17.799689,19,34.87,4
1394314,2024-02-05T01:07:51.515622,28,27.60,4
1396932,2024-02-04T07:25:10.851154,21,48.88,5
1410098,2024-02-10T23:40:40.274876,17,25.49,2
1425600,2024-02-03T13:19:27.797952,26,47.83,4
1427295,2024-02-10T02:23:00.224951,9,21.20,5
1442165,2024-02-06T12:20:44.367698,17,25.71,3
1444341,2024-02-08T17:02:58.769463,7,75.18,4
1479065,2024-02-09T21:32:37.881037,27,2.62,2
1484712,2024-02-05T06:00:19.141469,3,4.06,1
1509661,2024-02-08T01:29:10.660435,14,56.21,3
1510021,2024-02-04T19:58:02.435232,29,54.59,4
1567907,2024-02-08T19:24:44.572640,19,2.27,1
1573221,2024-02-09T00:17:18.899373,9,12.92,4
1580506,2024-02-09T16:15:34.833189,24,40.84,5
1587069,2024-02-10T01:43:16.137983,22,18.78,3
1608281,2024-02-02T00:44:24.886970,16,72.70,5
1608889,2024-02-02T21:12:20.715603,23,17.80,4
1640877,2024-02-08T09:56:05.137424,12,12.96,1
1661096,2024-02-09T10:41:06.885271,24,13.40,1
1663706,2024-02-02T20:47:08.177380,2,26.11,5
1669098,2024-02-03T22:23:35.914951,22,3.28,1
1674637,2024-02-07T23:26:05.544235,22,26.99,3
1675533,2024-02-05T01:15:57.880418,19,27.38,4
1703230,2024-02-06T04:34:03.820468,15,31.33,5
1704837,2024-02-09T09:09:28.438940,14,68.81,4
1747311,2024-02-09T22:41:35.650964,1,12.90,2
1750031,2024-02-10T18:14:59.720087,3,23.59,4
1750067,2024-02-04T09:49:29.175281,23,18.90,2
1759107,2024-02-10T23:59:11.433796,30,24.04,4
1790573,2024-02-02T09:35:26.001333,24,33.84,1
1814526,2024-02-02T21:48:28.313220,6,28.12,2
1823795,2024-02-09T04:30:12.227262,10,3.28,1
1824587,2024-02-06T06:45:35.141569,18,53.91,5
1830949,2024-02-02T18:55:02.383505,1,47.07,4
1846799,2024-02-03T20:37:29.687830,4,1.36,1
1851881,2024-02-07T08:02:36.152869,24,89.24,5
1873094,2024-02-02T00:45:36.781466,18,12.96,1
1887293,2024-02-09T15:53:50.499934,23,32.05,1
1896508,2024-02-08T19:14:51.160513,13,95.48,5
1909241,2024-02-09T03:36:51.746500,23,56.66,4
1912581,2024-02-05T22:24:46.718970,3,25.64,1
1936251,2024-02-02T05:27:01.612782,30,28.76,4
1955063,2024-02-05T21:17:48.158457,26,2.62,1
1963199,2024-02-09T20:52:34.272638,5,71.11,4
1970383,2024-02-06T09:25:55.972111,16,2.27,1
1992721,2024-02-08T06:39:28.124346,22,43.64,5
2003503,2024-02-08T18:31:01.756225,28,43.75,4
2008471,2024-02-09T13:27:09.292587,14,23.52,3
2008519,2024-02-10T13:03:05.073971,16,53.82,4
2029198,2024-02-08T10:13:23.325935,2,5.82,1
2044652,2024-02-05T16:07:35.302349,8,81.17,5
2048152,2024-02-02T07:51:27.715468,18,44.38,5
2055203,2024-02-05T21:20:57.244123,9,20.10,1
2060153,2024-02-05T07:30:11.254707,19,36.04,3
2067876,2024-02-02T08:44:43.077416,19,8.36,2
2077446,2024-02-08T14:17:44.955691,5,43.34,4
2089818,2024-02-08T04:24:26.447866,3,29.30,4
2089966,2024-02-05T07:57:37.690754,1,40.72,5
2100118,2024-02-02T18:12:31.305743,6,4.41,2
2135249,2024-02-09T21:55:34.288523,3,2.91,1
2145059,2024-02-08T11:04:08.864271,12,20.64,3
2155092,2024-02-09T08:52:08.275983,7,57.55,5
2157366,2024-02-05T22:04:25.706128,3,43.47,4
2158071,2024-02-09T03:18:15.620243,7,58.33,4
2162069,2024-02-02T09:36:30.058639,4,3.09,1
2165601,2024-02-08T14:11:58.285931,4,33.96,3
2180996,2024-02-10T02:56:08.069791,13,18.54,4
2181671,2024-02-08T17:52:09.343996,16,41.06,5
2182536,2024-02-06T05:21:45.481855,17,36.48,2
2194726,2024-02-04T23:32:42.961496,17,56.20,2
2202033,2024-02-07T00:35:44.285257,16,10.78,1
2207015,2024-02-09T13:40:57.008514,20,4.54,1
2211876,2024-02-08T11:13:02.382393,3,38.22,2
2214577,2024-02-02T09:26:34.262605,30,29.64,3
2235639,2024-02-08T19:23:47.544360,30,40.54,5
2240634,2024-02-04T06:14:31.198425,11,9.56,2
2249168,2024-02-02T03:48:30.344782,12,25.38,1
2258624,2024-02-07T13:57:17.774066,2,10.83,2
2265929,2024-02-09T15:06:48.464738,23,0.00,1
2268927,2024-02-09T21:41:43.481762,28,29.56,3
2270110,2024-02-10T18:13:54.886462,30,4.44,1
2270520,2024-02-09T19:49:05.489650,17,25.39,4
2280555,2024-02-04T18:03:28.773144,9,4.92,1
2289670,2024-02-02T00:24:40.323403,28,51.02,4
2306722,2024-02-06T16:17:35.251699,24,8.52,1
2314441,2024-02-02T12:00:07.656945,15,38.59,5
2324684,2024-02-06T00:09:41.612132,11,37.23,5
2329744,2024-02-10T21:07:38.342250,6,26.95,1
2331524,2024-02-08T00:06:46.233294,22,26.38,3
2338483,2024-02-03T06:57:32.062151,10,33.70,4
2338953,2024-02-01T11:24:59.483878,22,3.63,2
2341091,2024-02-09T12:46:16.792840,15,26.67,3
2344884,2024-02-08T10:25:42.734108,16,16.36,4
2357273,2024-02-03T18:43:38.852361,2,35.23,4
2370525,2024-02-04T23:45:58.914378,26,74.60,3
2370545,2024-02-07T19:17:17.636649,9,41.39,4
2377478,2024-02-09T21:41:11.451540,6,8.73,1
2380888,2024-02-08T22:28:20.088178,6,8.20,1
2419796,2024-02-09T12:41:25.905493,13,27.33,2
2432038,2024-02-03T10:36:16.288115,25,14.55,1
2453757,2024-02-07T11:20:50.089580,18,43.76,4
2454463,2024-02-10T22:39:49.009812,14,22.92,5
2473597,2024-02-08T07:40:53.622403,30,69.82,4
2473997,2024-02-05T22:49:45.500112,11,16.53,3
2482479,2024-02-05T19:14:14.752311,28,56.35,5
2488213,2024-02-08T23:53:45.590904,15,52.46,4
2502432,2024-02-10T15:54:20.821048,10,15.30,4
2533153,2024-02-10T17:59:03.958339,26,40.42,4
2560880,2024-02-10T02:18:48.954443,11,57.68,5
2579911,2024-02-04T06:42:07.683662,6,2.62,1
2590071,2024-02-02T02:41:57.226475,13,67.40,4
2597312,2024-02-10T23:17:59.009314,23,2.22,1
2608241,2024-02-07T17:50:23.849078,19,105.72,5
2612778,2024-02-09T12:30:27.749595,6,0.68,1
2648615,2024-02-05T16:28:21.070997,28,19.60,1
2650725,2024-02-10T12:32:24.738831,5,23.27,5
2657636,2024-02-08T01:30:46.794544,5,2.72,1
2664396,2024-02-02T07:34:09.811769,13,33.84,1
2681272,2024-02-02T00:36:06.517029,19,48.97,2
2696170,2024-02-02T05:38:23.581580,3,65.05,3
2698066,2024-02-08T03:19:56.027616,19,32.05,1
2703882,2024-02-02T21:48:33.068036,20,71.15,5
2706149,2024-02-08T07:03:40.645407,17,10.66,3
2722503,2024-02-06T15:00:12.815385,21,15.71,2
2723636,2024-02-08T11:07:45.292594,16,10.80,1
2750040,2024-02-09T20:20:07.684984,6,30.70,3
2757359,2024-02-10T10:09:37.183278,7,3.48,1
2771818,2024-02-04T15:11:44.233275,10,25.37,2
2786128,2024-02-04T11:13:44.085810,16,2.16,1
2787487,2024-02-07T04:58:51.123878,1,46.92,3
2791431,2024-02-09T02:04:34.062681,12,5.69,3
2804758,2024-02-09T07:24:45.278847,9,1.36,2
2820686,2024-02-09T22:41:01.533551,2,1.03,1
2834668,2024-02-09T12:09:33.679932,15,15.96,2
2842538,2024-02-09T05:13:27.743319,16,18.10,2
2880145,2024-02-05T08:08:21.900455,14,67.48,5
2881623,2024-02-02T15:33:58.957859,7,3.09,1
2888190,2024-02-06T23:10:17.435222,9,4.55,2
2891944,2024-02-08T21:01:58.890578,27,20.58,3
2916402,2024-02-08T07:35:07.711818,7,11.50,1
2916559,2024-02-02T08:12:54.250355,12,17.58,3
2941487,2024-02-07T16:51:58.803086,4,2.62,1
2942690,2024-02-10T11:40:43.525018,8,22.86,2
2952347,2024-02-08T08:15:36.848786,25,42.30,1
2960839,2024-02-07T22:55:10.689661,25,65.98,5
2971110,2024-02-10T09:32:48.526428,19,0.00,1
2981854,2024-02-09T05:12:00.264184,14,18.64,1
3026546,2024-02-08T06:22:34.310665,24,48.43,2
3042409,2024-02-02T17:54:35.716965,8,1.74,1
3067491,2024-02-08T10:21:56.826036,3,12.28,1
3069561,2024-02-08T11:24:16.342442,24,23.17,4
3077986,2024-02-07T02:58:01.232212,8,22.46,3
3081842,2024-02-01T10:07:33.950096,24,3.28,1
3104643,2024-02-09T03:42:17.347555,21,30.70,1
3117766,2024-02-09T12:11:34.824711,28,52.26,2
3122143,2024-02-09T03:49:21.953135,30,91.54,4
3135257,2024-02-05T06:03:46.305140,11,37.37,3
3146661,2024-02-09T22:00:46.965492,20,19.23,2
3154259,2024-02-09T20:15:42.020543,19,18.42,1
3170466,2024-02-03T04:58:03.409573,16,21.58,2
3170958,2024-02-08T12:27:19.678974,27,49.96,4
3173520,2024-02-08T14:15:51.274642,21,40.34,5
3194294,2024-02-05T23:14:16.451019,6,4.90,1
3227359,2024-02-10T09:24:36.488394,24,2.06,1
3227633,2024-02-09T23:45:26.241949,12,8.22,2
3238376,2024-02-10T02:31:27.858835,8,36.63,5
3267440,2024-02-09T00:38:59.232207,28,37.70,4
3291544,2024-02-09T13:04:12.308110,18,23.32,4
3295426,2024-02-01T11:19:53.395385,23,43.87,2
3306255,2024-02-08T11:08:14.266655,10,1.03,1
3311690,2024-02-08T22:48:23.699647,27,18.64,4
3326582,2024-02-09T03:06:33.606196,2,18.81,4
3342309,2024-02-02T01:08:57.404870,27,23.10,2
3353825,2024-02-02T05:03:20.567006,17,53.16,5
3354606,2024-02-01T21:30:43.712017,30,2.72,1
3383994,2024-02-02T12:13:40.326629,2,44.82,3
3405422,2024-02-08T04:15:37.660909,20,4.66,1
3406527,2024-02-01T05:06:42.878573,21,14.66,2
3407499,2024-02-03T18:43:55.166302,3,82.55,5
3419033,2024-02-02T04:51:24.367756,9,42.85,2
3441716,2024-02-09T22:25:52.225576,23,27.70,4
3448334,2024-02-08T01:47:57.350117,24,52.20,5
3467665,2024-02-02T13:50:14.054225,4,27.44,3
3473942,2024-02-08T20:40:22.676732,16,70.08,5
3480249,2024-02-07T03:40:17.175779,21,33.05,5
3485028,2024-02-03T14:33:30.118678,8,4.54,1
3487274,2024-02-10T15:58:05.247015,12,16.20,3
3507945,2024-02-08T19:57:31.003520,15,25.57,3
3520084,2024-02-08T16:14:05.728805,30,6.14,1
3544993,2024-02-07T11:05:56.799725,14,15.00,2
3566255,2024-02-03T19:33:51.265673,20,52.06,2
3566671,2024-02-03T19:31:31.374287,14,77.12,4
3570208,2024-02-02T08:32:22.081394,10,79.05,5
3577457,2024-02-02T08:15:44.833750,29,40.60,3
3596910,2024-02-07T09:06:27.982676,19,2.06,1
3606555,2024-02-09T08:46:34.465931,2,42.30,1
3606730,2024-02-05T09:01:54.096548,5,23.25,3
3616476,2024-02-10T04:05:14.909298,7,10.78,1
3622454,2024-02-08T23:27:13.783901,12,11.73,3
3622912,2024-02-04T14:31:12.757120,2,9.28,1
3632135,2024-02-02T00:19:15.382071,16,9.02,2
3639863,2024-02-08T12:25:30.009965,18,37.38,4
3675421,2024-02-02T02:27:24.288157,8,2.61,1
3681196,2024-02-02T19:34:46.429314,10,5.28,1
3682835,2024-02-04T17:18:09.601143,9,76.16,5
3686748,2024-02-05T19:08:03.680248,5,8.01,2
3689433,2024-02-10T02:15:19.517594,29,51.10,2
3705958,2024-02-09T01:45:30.932479,5,105.86,5
3708774,2024-02-08T10:45:52.778382,5,49.28,4
3742407,2024-02-08T08:42:53.949310,18,38.45,3
3752302,2024-02-06T12:39:18.666984,21,23.83,4
3756758,2024-02-04T20:05:25.882887,11,98.16,5
3763523,2024-02-02T01:35:15.927051,1,11.50,1
3802825,2024-02-02T05:37:08.780364,25,2.61,1
3817289,2024-02-01T14:10:40.680347,19,23.60,4
3854970,2024-02-02T22:02:43.545148,8,57.59,3
3886803,2024-02-02T09:01:35.778283,3,9.30,2
3905590,2024-02-04T23:43:32.082783,16,55.47,5
3916233,2024-02-05T05:35:06.117043,14,22.24,3
3917637,2024-02-02T21:08:00.743919,17,24.50,1
3921779,2024-02-08T03:56:04.636045,11,24.54,2
3933710,2024-02-02T16:39:08.712521,2,9.80,1
3935418,2024-02-05T12:23:31.570570,13,37.12,1
3954722,2024-02-10T14:04:14.562710,24,17.67,3
3968257,2024-02-02T21:57:46.635278,24,67.93,4
3970928,2024-02-01T17:32:51.893198,18,30.57,2
3987654,2024-02-07T00:15:21.531319,14,14.36,3
4002402,2024-02-02T00:48:21.481434,10,2.91,1
4003265,2024-02-10T00:25:47.934180,16,33.24,3
4021975,2024-02-06T00:53:04.951106,8,26.58,2
4024813,2024-02-08T00:17:20.965739,23,10.80,1
4041579,2024-02-09T11:28:46.391196,8,66.40,5
4042054,2024-02-10T22:31:19.463910,26,39.98,3
4052650,2024-02-08T02:12:31.786726,3,41.48,2
4055597,2024-02-05T13:36:49.588375,23,14.62,2
4058372,2024-02-02T15:08:49.047213,2,43.05,5
4068618,2024-02-08T10:17:55.885448,21,23.93,3
4083048,2024-02-08T11:32:47.503052,25,48.55,4
4095355,2024-02-05T22:35:03.167503,13,10.78,1
4110633,2024-02-08T08:50:36.652445,27,1.74,1
4125944,2024-02-08T11:44:29.813491,30,21.36,2
4136195,2024-02-08T19:34:17.749578,29,33.70,4
4141945,2024-02-09T15:05:09.438494,15,36.10,3
4144102,2024-02-05T02:18:54.384024,20,38.34,5
4183336,2024-02-04T13:51:39.451491,14,19.23,1
4202822,2024-02-06T07:03:50.525638,3,29.92,2
4232585,2024-02-09T23:32:54.867447,21,38.62,4
4255497,2024-02-09T01:43:34.453315,1,60.05,4
4258587,2024-02-08T15:39:20.872954,24,22.40,4
4266413,2024-02-10T01:28:53.843599,20,36.37,4
4268004,2024-02-09T01:41:03.928041,23,21.79,5
4270524,2024-02-09T08:33:50.794821,15,21.96,4
4271756,2024-02-09T14:36:38.249748,14,6.55,1
4292113,2024-02-04T14:30:03.749789,22,8.56,2
4293537,2024-02-07T07:30:35.452046,4,42.15,3
4296487,2024-02-08T06:38:23.918320,18,44.60,2
4296506,2024-02-08T23:12:29.017832,20,29.08,4
4307996,2024-02-09T03:19:21.014933,26,21.30,1
4328106,2024-02-05T07:03:39.420275,17,33.84,2
4369417,2024-02-10T07:19:46.316617,22,30.56,2
4379892,2024-02-05T00:00:10.526413,6,4.54,1
4380384,2024-02-09T09:21:51.634052,15,10.78,1
4388480,2024-02-07T03:12:05.323687,4,97.38,5
4390265,2024-02-09T01:43:50.110262,7,46.42,2
4419284,2024-02-04T20:45:37.265912,1,26.75,1
4432461,2024-02-02T21:39:17.592765,24,16.92,1
4433164,2024-02-04T08:39:37.094772,26,9.72,1
4444141,2024-02-08T10:06:31.620748,5,53.36,5
4460782,2024-02-09T00:33:29.062066,10,11.09,3
4478818,2024-02-01T06:44:47.923156,24,23.11,3
4479094,2024-02-09T19:59:11.236011,27,15.70,3
4482654,2024-02-02T20:48:51.745897,3,23.30,1
4483432,2024-02-08T20:58:07.615721,20,44.87,3
4491711,2024-02-02T20:33:59.806653,19,39.77,4
4495513,2024-02-10T06:02:10.921972,27,7.69,4
4498357,2024-02-02T10:06:55.618815,22,35.34,2
4500167,2024-02-10T02:26:00.209217,23,6.55,2
4501492,2024-02-10T16:31:43.528902,16,0.00,2
4522636,2024-02-01T14:35:59.811139,18,15.76,2
4563313,2024-02-04T10:41:31.373458,5,56.89,3
4590888,2024-02-10T00:38:01.665018,4,36.23,3
4598213,2024-02-02T14:22:30.507857,24,14.42,2
4612710,2024-02-08T00:32:23.123052,9,6.48,1
4626530,2024-02-02T06:47:34.711210,19,34.72,2
4645057,2024-02-08T22:22:56.027959,9,32.37,4
4660634,2024-02-01T23:23:37.721672,18,52.04,4
4671128,2024-02-09T03:36:07.385990,28,11.35,1
4671205,2024-02-08T19:56:56.795489,5,20.30,1
4687391,2024-02-04T12:14:45.318454,12,33.64,2
4696900,2024-02-10T18:15:11.575960,30,29.70,4
4696987,2024-02-08T19:34:40.215062,23,6.56,1
4702873,2024-02-02T15:05:26.489573,22,35.38,4
4714760,2024-02-08T23:12:11.926337,19,31.13,4
4730153,2024-02-02T14:19:22.720389,5,12.72,2
4742270,2024-02-09T07:05:54.680373,27,23.03,4
4764694,2024-02-07T22:37:47.266939,14,31.94,4
4785103,2024-02-09T07:31:50.921720,8,12.04,2
4786720,2024-02-09T18:02:33.454884,20,0.00,1
4809044,2024-02-05T04:26:12.218993,15,27.30,5
4810690,2024-02-07T09:45:10.537486,2,28.86,2
4812232,2024-02-09T06:00:27.637498,8,3.96,1
4819406,2024-02-03T17:27:42.995614,1,12.44,2
4825419,2024-02-02T14:48:43.082997,7,29.56,2
4827507,2024-02-09T12:03:09.192913,15,33.90,5
4835844,2024-02-08T21:26:13.934561,28,10.59,2
4841511,2024-02-09T13:38:05.419640,16,34.61,3
4850569,2024-02-08T19:57:07.373386,27,24.76,3
4850750,2024-02-05T09:05:32.996404,15,8.19,1
4859790,2024-02-03T18:37:28.787704,1,6.96,2
4872969,2024-02-02T03:38:43.759792,7,41.10,4
4875521,2024-02-08T03:08:56.850251,26,27.07,5
4878005,2024-02-03T17:04:53.259771,16,56.97,5
4898399,2024-02-08T13:53:53.808041,29,25.45,2
4904838,2024-02-05T17:52:35.195784,9,3.24,1
4918045,2024-02-02T13:46:39.265145,17,91.84,5
4927276,2024-02-02T14:10:50.269585,26,40.68,3
4943965,2024-02-02T15:45:23.265753,3,9.17,2
4970100,2024-02-03T18:48:41.651917,6,40.94,4
4977403,2024-02-01T02:01:48.755132,25,32.94,4
4996301,2024-02-09T07:57:09.305586,11,80.96,5
5016298,2024-02-03T04:33:24.776228,5,18.63,2
5024811,2024-02-08T00:23:18.240153,2,44.55,4
5029727,2024-02-05T08:52:23.909369,15,51.59,4
5051340,2024-02-08T05:35:40.240706,10,21.16,3
5063262,2024-02-03T10:51:49.803413,22,11.70,3
5117619,2024-02-08T12:41:28.993540,6,76.74,5
5130887,2024-02-02T08:02:06.796371,13,15.19,4
5132552,2024-02-04T08:06:32.096660,19,5.82,1
5132595,2024-02-02T19:45:49.212856,20,8.52,1
5149505,2024-02-10T16:52:10.926371,5,6.81,2
5154545,2024-02-09T04:54:38.341601,22,2.22,1
5167606,2024-02-06T12:51:05.670197,23,26.30,3
5169249,2024-02-08T11:39:22.478571,23,17.54,3
5171725,2024-02-07T03:52:50.274103,30,30.57,2
5195500,2024-02-09T22:37:51.918482,7,46.70,5
5206905,2024-02-09T05:49:12.606199,24,4.99,2
5224230,2024-02-10T00:38:10.919795,30,24.66,3
5224699,2024-02-04T15:49:16.104214,24,35.21,2
5232753,2024-02-02T06:17:10.474170,5,35.25,3
5234981,2024-02-04T03:14:16.427089,15,11.93,2
5241971,2024-02-04T10:27:12.817457,8,47.66,4
5250363,2024-02-02T00:52:16.188685,10,5.62,2
5253132,2024-02-08T12:01:25.450159,18,65.99,5
5265371,2024-02-08T09:15:02.001668,14,7.23,2
5268801,2024-02-08T11:27:19.761405,25,9.28,1
5270919,2024-02-02T23:23:39.404342,24,34.55,3
5279092,2024-02-09T09:42:45.708957,12,69.08,5
5296095,2024-02-05T10:41:14.350291,7,16.17,1
5300344,2024-02-08T21:59:17.051350,2,25.38,2
5306220,2024-02-02T16:22:46.622738,3,43.33,5
5311311,2024-02-02T04:58:52.927383,7,11.70,2
5318282,2024-02-08T10:58:32.496899,14,55.95,2
5318363,2024-02-03T20:27:09.617843,12,17.15,3
5367818,2024-02-05T05:34:19.235979,3,3.93,1
5369396,2024-02-09T22:43:37.147021,29,4.35,1
5376508,2024-02-09T21:20:55.856616,20,11.98,3
5384601,2024-02-08T01:43:53.457101,21,12.81,2
5395535,2024-02-01T02:21:40.348972,4,6.90,1
5401706,2024-02-09T10:21:34.823773,17,41.26,5
5414552,2024-02-08T10:11:12.156499,2,49.99,3
5425537,2024-02-08T23:43:55.249362,15,47.20,3
5437040,2024-02-05T08:38:25.345743,12,68.11,4
5468210,2024-02-08T20:40:34.219550,9,42.30,1
5470431,2024-02-10T00:45:55.678583,6,27.84,1
5483924,2024-02-09T23:30:48.769487,11,62.60,5
5505259,2024-02-08T10:20:11.585956,28,39.49,3
5514777,2024-02-02T22:51:43.668620,19,44.62,3
5518083,2024-02-09T10:51:29.313643,14,35.83,2
5535916,2024-02-10T14:11:16.324189,10,3.15,3
5539693,2024-02-09T02:45:44.778213,23,4.79,2
5549119,2024-02-08T23:14:13.385334,9,31.17,4
5557773,2024-02-05T07:10:34.478834,4,41.06,4
5569618,2024-02-07T04:10:39.227696,6,29.88,2
5598232,2024-02-04T15:04:51.219721,6,36.04,4
5598798,2024-02-09T06:17:09.685475,15,3.15,1
5616138,2024-02-05T07:08:48.881910,12,5.82,1
5630884,2024-02-03T00:21:49.251981,23,78.32,4
5631442,2024-02-05T16:30:01.717623,22,20.10,1
5632469,2024-02-02T08:37:35.619538,5,39.76,5
5632804,2024-02-08T20:44:48.568479,16,6.56,1
5635136,2024-02-09T21:42:14.580028,24,8.22,2
5636277,2024-02-09T12:39:48.961900,12,52.81,4
5650011,2024-02-09T13:19:57.919152,7,12.68,2
